index,salary,description_tokens
16515,,['excel']
16516,,['excel']
16517,,"['python', 'r', 'sql']"
16518,,"['python', 'r', 'sql']"
16519,,"['word', 'excel', 'power_bi', 'powerpoint', 'tableau', 'sas', 'sql']"
16520,,['tableau']
16521,,"['bigquery', 'power_bi', 'redshift', 'snowflake', 'python', 'postgresql', 'looker', 'mssql', 'tableau', 'sql']"
16522,,"['excel', 'sql']"
16523,,"['cognos', 'crystal', 'excel']"
16524,,"['outlook', 'sas', 'word', 'tableau', 'sql', 'excel', 'power_bi']"
16525,,"['python', 'microstrategy', 'tableau', 'sql']"
16526,,[]
16527,,"['excel', 'power_bi', 'powerpoint']"
16528,,"['spss', 'spreadsheet', 'tableau', 'sql']"
16529,,"['python', 'tableau', 'r', 'sql']"
16530,,['excel']
16531,,['excel']
16532,,"['outlook', 'python', 'r', 'word', 'powerpoint', 'excel', 'power_bi']"
16533,,['sql']
16534,,"['jira', 'tableau', 'sql', 'snowflake', 'excel', 'splunk']"
16535,,"['power_bi', 'excel', 'looker']"
16536,,"['power_bi', 'excel', 'looker']"
16537,,"['sas', 'sql']"
16538,,
16539,,"['azure', 'python', 'tableau', 'sql', 'snowflake']"
16540,,"['sql', 'bigquery']"
16541,,"['power_bi', 'python', 'spreadsheet', 'tableau', 'sql', 'excel']"
16542,,[]
16543,,"['alteryx', 'sas', 'r', 'tableau', 'sql']"
16544,,['sql']
16545,,"['atlassian', 'tableau', 'sql', 'snowflake', 'excel']"
16546,,[]
16547,,['sql']
16548,,['sql']
16549,,[]
16550,,"['outlook', 'word', 'python', 'excel', 'powerpoint', 'tableau', 'r', 'sas', 'sql']"
16551,,"['word', 'excel']"
16552,,"['alteryx', 'excel', 'power_bi', 'azure', 'tableau', 'sql']"
16553,,"['excel', 'azure', 'tableau', 'sql']"
16554,,"['vba', 'power_bi', 'powerpoint', 'tableau', 'sql']"
16555,,
16556,,"['visual_basic', 'go', 'sas', 'sql']"
16557,,"['crystal', 'ssis', 'microstrategy', 'tableau', 'sql']"
16558,,"['javascript', 'python', 'go', 'tableau', 'java', 'c++']"
16559,,"['excel', 'power_bi']"
16560,,[]
16561,,"['vba', 'python', 'sql']"
16562,,"['vba', 'python', 'sql']"
16563,,['sharepoint']
16564,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16565,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16566,,"['spark', 'python', 'sql']"
16567,,"['excel', 'python', 'spss', 'tableau', 'r', 'sas', 'sql']"
16568,,"['power_bi', 'python', 'tableau', 'sql', 'power_bi', 'aws']"
16569,,"['alteryx', 'azure', 'sas', 'power_bi', 'tableau', 'sql', 'snowflake']"
16570,,"['python', 'power_bi', 'go', 'azure', 'tableau', 'r', 'sql']"
16571,,"['python', 'power_bi', 'azure', 'tableau', 'r', 'sql']"
16572,,"['python', 'tensorflow', 'pytorch', 'sql']"
16573,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16574,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16575,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16576,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16577,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16578,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16579,,"['power_bi', 'javascript', 'sql', 'bigquery', 'excel']"
16580,,"['excel', 'tableau', 'sas', 'sql']"
16581,,"['excel', 'tableau', 'sas', 'sql']"
16582,,"['r', 'sas', 'sql']"
16583,,['sql']
16584,,"['python', 'power_bi', 'tableau', 'r', 'sas', 'sql']"
16585,,"['python', 'power_bi', 'tableau', 'r', 'sas', 'sql']"
16586,,[]
16587,,"['visual_basic', 'redshift', 'tableau', 'sas']"
16588,,"['alteryx', 'sas', 'python', 'r', 'sql', 'excel']"
16589,,"['power_bi', 'tableau', 'sas', 'sql']"
16590,,['outlook']
16591,,"['azure', 'spark', 'python', 'sql', 'unix']"
16592,,['power_bi']
16593,,"['jira', 'tableau', 'sql', 'snowflake', 'excel', 'splunk']"
16594,,['spreadsheet']
16595,,['excel']
16596,,['excel']
16597,,"['go', 'tableau', 'sql']"
16598,,"['spark', 'looker', 'tableau', 'sql', 'snowflake', 'aws']"
16599,,"['power_bi', 'python', 'excel', 'sql']"
16600,,[]
16601,,"['spark', 'looker', 'tableau', 'sql', 'snowflake', 'aws']"
16602,,['alteryx']
16603,,"['word', 'excel', 'powerpoint', 'sharepoint', 'visio', 'azure', 'sql']"
16604,,"['excel', 'power_bi', 'sql']"
16605,,"['word', 'python', 'excel', 'visio', 'sql']"
16606,,['tableau']
16607,,['tableau']
16608,,"['excel', 'looker', 'sql']"
16609,,"['power_bi', 'dax', 'power_bi', 'sql']"
16610,,"['visual_basic', 'tableau', 'sql']"
16611,,[]
16612,,[]
16613,,"['spreadsheet', 'spreadsheet', 'looker', 'excel']"
16614,,"['looker', 'sql']"
16615,,"['python', 'go', 'tableau', 'sql', 'excel', 'power_bi']"
16616,,[]
16617,,"['azure', 'sql']"
16618,,"['groovy', 'python', 'excel', 'power_bi', 'powerpoint', 'sql']"
16619,,"['power_bi', 'tableau', 'sql', 'excel']"
16620,,"['qlik', 'python', 'excel', 'power_bi', 'powerpoint', 'spss', 'tableau', 'r']"
16621,,"['alteryx', 'python', 'tableau', 'r', 'sql']"
16622,,"['word', 'python', 'excel', 'power_bi', 'powerpoint', 'scala', 'azure', 'r', 'java', 'sas', 'c']"
16623,,"['outlook', 'word', 'excel']"
16624,,"['snowflake', 'python', 'linux', 'r', 'sas', 'unix']"
16625,,"['excel', 'tableau', 'sql']"
16626,,"['excel', 'tableau', 'sql']"
16627,,"['python', 'excel', 'power_bi', 'tableau', 'sql']"
16628,,"['spreadsheet', 'looker', 'r', 'vue', 'tableau', 'sql', 'excel']"
16629,,"['cognos', 'excel', 'tableau', 'sql']"
16630,,"['redshift', 'python', 'tableau', 'r', 'sas']"
16631,,"['spreadsheet', 'powerpoint', 'excel', 'power_bi', 'visio']"
16632,,"['excel', 'sql']"
16633,,[]
16634,,"['css', 'javascript', 'ssrs', 'excel', 'ssis', 'power_bi', 'sharepoint', 'sql'"
16635,,[]
16636,,"['python', 'powerpoint', 'java', 'sql', 'excel']"
16637,,['excel']
16638,,"['python', 'r', 'excel', 'power_bi']"
16639,,['sap']
16640,,[]
16641,,"['sas', 'python', 'r', 'tableau', 'sql', 'excel', 'power_bi', 'spss']"
16642,,"['excel', 'sql']"
16643,,"['hadoop', 'bigquery', 'pyspark', 'snowflake', 'azure', 'jira', 'sql', 'github']"
16644,,"['python', 'r', 'sql', 'power_bi', 'sharepoint']"
16645,,['go']
16646,,"['powerpoint', 'gdpr', 'excel', 'sharepoint']"
16647,,['excel']
16648,,['excel']
16649,,"['excel', 'power_bi', 'sql']"
16650,,[]
16651,,
16652,,"['mysql', 't-sql', 'ssis', 'tableau', 'sql', 'excel']"
16653,,"['c/c++', 'html', 'sas', 'python', 'r', 'c', 'word', 'powerpoint', 'java', 'sql', 'excel']"
16654,,"['python', 'looker', 'r', 'tableau', 'sql']"
16655,,['excel']
16656,,"['javascript', 'sql', 'excel']"
16657,,"['python', 'sql']"
16658,,['sql']
16659,,['html']
16660,,"['excel', 'power_bi', 'sql']"
16661,,"['excel', 'power_bi', 'sql']"
16662,,[]
16663,,[]
16664,,[]
16665,,"['ssrs', 'ssis', 'sql', 'tableau']"
16666,,['r']
16667,,['excel']
16668,,"['powershell', 't-sql', 'mysql', 'excel', 'java', 'sql']"
16669,,"['powershell', 't-sql', 'mysql', 'excel', 'java', 'sql']"
16670,,"['vba', 'sap', 'visual_basic', 'power_bi', 'sql', 'excel']"
16671,,"['power_bi', 'excel', 'tableau', 'sql']"
16672,,"['visual_basic', 'excel', 'sharepoint']"
16673,,"['visual_basic', 'excel', 'sharepoint']"
16674,,"['python', 'go', 'tableau', 'sql', 'excel', 'power_bi']"
16675,,"['excel', 'power_bi', 'tableau']"
16676,,"['ssrs', 'python', 'ssis', 'power_bi', 'azure', 'sql', 'unix']"
16677,,"['python', 'nosql', 'tableau', 'r', 'sql']"
16678,,"['excel', 'tableau', 'sql']"
16679,,['excel']
16680,,"['excel', 'go']"
16681,,"['power_bi', 'word', 'python', 'excel', 'powerpoint', 'azure', 'sas']"
16682,,"['alteryx', 'python', 'excel', 'power_bi', 'tableau', 'r', 'sql']"
16683,,"['alteryx', 'python', 'excel', 'power_bi', 'tableau', 'r', 'sql']"
16684,,"['qlik', 'vba', 'alteryx', 'python', 'excel', 'power_bi', 'mssql', 'spreadsheet', 'tableau', 'r', 'sas', 'sql']"
16685,,"['gcp', 'excel', 'powerpoint', 'tableau', 'sql']"
16686,,"['powershell', 'qlik', 'visual_basic', 'power_bi', 'python', 'excel', 'tableau', 'r', 'sas', 'sql']"
16687,,"['powershell', 'qlik', 'visual_basic', 'power_bi', 'python', 'excel', 'tableau', 'r', 'sas', 'sql']"
16688,,"['powershell', 'qlik', 'visual_basic'"
16689,,"['excel', 'sql']"
16690,,"['crystal', 'excel', 'tableau', 'sql']"
16691,,"['python', 'r', 'word', 'powerpoint',"
16692,,"['alteryx', 'power_bi', 'ssrs', 'tableau', 'sql', 'snowflake']"
16693,,"['power_bi', 'tableau']"
16694,,"['python', 'r', 'jira', 'tableau', 'sql', 'sharepoint']"
16695,,"['word', 'powerpoint', 'excel']"
16696,,"['outlook', 'word', 'excel', 'powerpoint', 'go']"
16697,,
16698,,"['c/c++', 'html', 'sas', 'python', 'r', 'c', 'word', 'powerpoint', 'java', 'sql', 'excel']"
16699,,['excel']
16700,,"['power_bi', 'python', 'excel', 'sql']"
16701,,['power_bi']
16702,,['power_bi']
16703,,"['python', 'tableau', 'sql', 'excel']"
16704,,['sap']
16705,,['sap']
16706,,"['power_bi', 'excel', 'sql']"
16707,,"['power_bi', 'excel', 'sql']"
16708,,['excel']
16709,,[]
16710,,[]
16711,,"['visual_basic', 'tableau', 'sql']"
16712,,"['excel', 'sharepoint']"
16713,,['sql']
16714,,['sql']
16715,,"['power_bi', 'excel', 'power_bi', 'go', 'tableau', 'sql']"
16716,,"['visual_basic', 'excel', 'sharepoint']"
16717,,"['visual_basic', 'excel', 'sharepoint']"
16718,,"['visual_basic', 'excel', 'sharepoint']"
16719,,"['word', 'excel', 'powerpoint', 'jira', 'sql']"
16720,,
16721,,"['power_bi', 'word', 'excel', 'powerpoint', 'sharepoint']"
16722,,"['power_bi', 'word', 'excel', 'powerpoint', 'sharepoint']"
16723,,"['spark', 'shell', 'python', 'git', 'aurora', 'sql', 'redshift', 'snowflake', 'nosql', 'aws']"
16724,,"['word', 'excel', 'powerpoint', 'tableau', 'sql']"
16725,,"['excel', 'tableau', 'sql']"
16726,,"['python', 'power_bi', 'tableau', 'r', 'sql']"
16727,,"['redshift', 'python', 'looker', 'aws', 'sql']"
16728,,[]
16729,,"['excel', 'power_bi', 'tableau']"
16730,,"['excel', 'power_bi', 'tableau']"
16731,,"['excel', 'power_bi', 'tableau']"
16732,,"['excel', 'sql']"
16733,,"['outlook', 'excel', 'powerpoint', 'sharepoint']"
16734,,"['python', 'looker', 'tableau', 'r', 'sql']"
16735,,"['excel', 'visio', 'jira', 'git', 'sql']"
16736,,
16737,,"['hadoop', '"
16738,,['excel']
16739,,"['excel', 'power_bi', 'tableau']"
16740,,"['excel', 'power_bi', 'tableau']"
16741,,"['excel', 'power_bi', 'tableau']"
16742,,"['python', 'r', 'sql']"
16743,,"['python', 'r', 'sql']"
16744,,"['microstrategy', 'tableau', 'power_bi']"
16745,,['power_bi']
16746,,"['sas', 'python', 'r', 'git', 'word', 'matlab']"
16747,,"['python', 'excel', 'power_bi', 'r', 'sql', 'c']"
16748,,"['python', 'excel', 'power_bi', 'c++', 'sql']"
16749,,"['python', 'tableau', 'r', 'sas', 'sql']"
16750,,['excel']
16751,,"['r', 'sql']"
16752,,"['hadoop', 'spark', 'python', 'r', 'sas', 'mongo']"
16753,,"['r', 'sql']"
16754,,['sap']
16755,,"['powerpoint', 'sql', 'excel', 'power_bi']"
16756,,"['sas', 'python', 'r', 'tableau', 'sql', 'excel', 'power_bi', 'spss']"
16757,,"['r', 'excel', 'power_bi']"
16758,,"['snowflake', 'python', 'tableau', 'r', 'sql']"
16759,,"['python', 'c', 'tableau', 'sql']"
16760,,[]
16761,,"['python', 'excel', 'power_bi', 'r', 'sql']"
16762,,"['azure', 'gcp', 'tableau', 'power_bi', 'aws']"
16763,,"['powershell', 'azure', 'power_bi', 'git', 'sql', 'excel', 'power_bi']"
16764,,"['sas', 'python', 'r', 'sql', 'snowflake', 'excel', 'power_bi', 'spss']"
16765,,"['excel', 'power_bi']"
16766,,"['outlook', 'word', 'powerpoint', 'tableau', 'excel']"
16767,,"['powerpoint', 'jira', 'java']"
16768,,
16769,,"['python', 'r', 'tableau', 'sql']"
16770,,"['excel', 'power_bi', 'sap', 'tableau']"
16771,,"['outlook', 't-sql', 'python', 'r', 'qlik', 'tableau', 'matlab', 'sql', 'power_bi']"
16772,,"['tableau', 'sql']"
16773,,['sql']
16774,,['excel']
16775,,"['power_bi', 'python']"
16776,,['excel']
16777,,"['excel', 'spss']"
16778,,"['excel', 'tableau', 'sql']"
16779,,"['power_bi', 'python', 'excel', 'sql']"
16780,,
16781,,"['excel', 'power_bi', 'sharepoint', 'visio', 'sql']"
16782,,"['outlook', 'word', 'excel']"
16783,,"['sas', 'python', 'sql', 'excel']"
16784,,"['css', 'javascript', 'ssrs', 'excel', 'ssis', 'power_bi', 'sharepoint', 'sql', 'c']"
16785,,"['snowflake', 'power_bi']"
16786,,['r']
16787,,"['t-sql', 'ssrs', 'r', 'c', 'dax', 'sql', 'excel', 'power_bi']"
16788,,"['hadoop', 'spark', 'pyspark', 'python', 'sql']"
16789,,"['power_bi', 'tableau', 'r', 'sas']"
16790,,"['power_bi', 'excel', 'sql']"
16791,,"['azure', 'jira', 'sql', 'snowflake']"
16792,,"['azure', 'jira', 'sql', 'snowflake']"
16793,,"['python', 'looker', 'r', 'tableau', 'sql']"
16794,,"['python', 'tableau', 'sql']"
16795,,"['python', 'tableau', 'sql']"
16796,,"['python', 'r', 'go', 'linux', 'tableau', 'java', 'sql', 'excel']"
16797,,"['python', 'r', 'go', 'linux', 'tableau', 'java', 'sql', 'excel']"
16798,,"['dax', 'sql', 'excel', 'power_bi']"
16799,,"['outlook', 'power_bi', 'excel', 'powerpoint', 'sharepoint', 'spreadsheet']"
16800,,['excel']
16801,,['excel']
16802,,"['snowflake', 'tableau', 'sql']"
16803,,"['snowflake', 'tableau', 'sql']"
16804,,"['word', 'excel', 'powerpoint']"
16805,,"['word', 'excel', 'powerpoint']"
16806,,"['power_bi', 'ssrs', 'excel', 'ssis', 'azure', 'tableau', 'git', 'sql']"
16807,,"['excel', 'sharepoint', 'sql']"
16808,,"['excel', 'sharepoint', 'sql']"
16809,,[]
16810,,"['vba', 'sap', 'qlik']"
16811,,"['excel', 'power_bi']"
16812,,"['excel', 'power_bi', 'tableau']"
16813,,"['sap', 'tableau', 'sql', 'excel', 'power_bi']"
16814,,"['excel', 'power_bi', 'tableau']"
16815,,['c']
16816,,['c']
16817,,"['javascript', 'python', 'r', 'sql', 'nosql']"
16818,,[]
16819,,"['word', 'excel', 'power_bi', 'powerpoint', 'tableau', 'sas', 'sql']"
16820,,"['r', 'sas', 'sql']"
16821,,"['power_bi', 'sql']"
16822,,"['hadoop', 'spark', 'python', 'r', 'sql']"
16823,,"['alteryx', 'sas', 'python', 'r', 'c', 'dax', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
16824,,"['outlook', 'python', 'r', 'word', 'powerpoint', 'excel', 'power_bi']"
16825,,"['alteryx', 'sap', 'go', 'sql']"
16826,,['excel']
16827,,"['outlook', 'excel', 'powerpoint', 'sharepoint']"
16828,,"['t-sql', 'ssrs', 'dax', 'python', 'excel', 'ssis', 'power_bi', 'r', 'sql']"
16829,,
16830,,"['spark', 'python', 'r', 'word', 'scala', 'tableau', 'sql', 'power_bi']"
16831,,"['spark', 'python', 'r', 'word', 'scala', 'tableau', 'sql', 'power_bi']"
16832,,"['gitlab', 'looker', 'sql']"
16833,,"['azure', 'sql']"
16834,,"['python', 'excel', 'sql']"
16835,,[]
16836,,"['gitlab', 'airflow', 'sql', 'redshift']"
16837,,"['go', 'sap']"
16838,,['sql']
16839,,['excel']
16840,,['excel']
16841,,"['sas', 'tableau', 'sql']"
16842,,"['sas', 'tableau', 'sql']"
16843,,"['powershell', 'bash', 'python', 'powerpoint']"
16844,,['unix']
16845,,['sql']
16846,,['sql']
16847,,['excel']
16848,,[]
16849,,[]
16850,,"['visual_basic', 'excel', 'sharepoint']"
16851,,"['sas', 'sql', 'excel']"
16852,,"['python', 'go', 'tableau', 'sql', 'excel', 'power_bi']"
16853,,"['python', 'go', 'tableau', 'sql', 'excel', 'power_bi']"
16854,,"['python', 'tableau', 'sql']"
16855,,"['sas', 'python', 'powerpoint', 'sql']"
16856,,"['sas', 'python', 'powerpoint', 'sql']"
16857,,"['word', 'excel', 'powerpoint', 'visio', 'tableau', 'sql']"
16858,,"['power_bi', 'python', 'sql', 'excel']"
16859,,"['redshift', 'python', 'tableau', 'r', 'sas']"
16860,,"['qlik', 'python', 'power_bi', 'spreadsheet', 'tableau', 'r', 'sql']"
16861,,"['python', 'power_bi', 'sql']"
16862,,"['alteryx', 'sas', 'python', 'r', 'c', 'dax', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
16863,,"['python', 'power_bi', 'tableau', 'r', 'sql']"
16864,,"['python', 'looker', 'spss', 'tableau', 'r', 'sas', 'sql']"
16865,,"['python', 'looker', 'spss', 'tableau', 'r', 'sas', 'sql']"
16866,,[]
16867,,"['sas', 'python', 'r', 'powerpoint', 'spss']"
16868,,[]
16869,,"['ssrs', 'excel', 'spss', 'sas', 'sql']"
16870,,"['power_bi', 'word', 'python', 'excel', 'powerpoint', 'azure', 'sas']"
16871,,"['power_bi', 'word', 'python', 'excel', 'powerpoint', 'azure', 'sas']"
16872,,"['excel', 'powerpoint', 'spreadsheet']"
16873,,"['excel', 'powerpoint', 'spreadsheet']"
16874,,"['alteryx', 'power_bi', 'ssis', 'tableau', 'sql', 'excel']"
16875,,"['hadoop', 'spark', 'power_bi', 'python', 'bash', 'linux', 'tableau', 'aws', 'git', 'sql']"
16876,,"['hadoop', 'spark', 'power_bi', 'python', 'bash', 'linux', 'tableau', 'aws', 'git', 'sql']"
16877,,['sql']
16878,,"['power_bi', 'sql']"
16879,,"['alteryx', 'power_bi', 'python', 'r', 'word', 'dax', 'powerpoint', 'sql', 'excel']"
16880,,[]
16881,,"['word', 'go', 'spreadsheet']"
16882,,['excel']
16883,,['excel']
16884,,['excel']
16885,,[]
16886,,"['power_bi', 'sap']"
16887,,"['visual_basic', 'redshift', 'tableau', 'sas']"
16888,,"['visual_basic', 'redshift', 'tableau', 'sas']"
16889,,[]
16890,,"['azure', 'sql']"
16891,,"['excel', 'power_bi', 'powerpoint']"
16892,,"['sap', 'gdpr']"
16893,,"['sap', 'gdpr']"
16894,,"['python', 'looker', 'go', 'sql']"
16895,,"['python', 'looker', 'go', 'sql']"
16896,,"['sap', 'excel', 'power_bi']"
16897,,"['tableau', 'sql', 'excel']"
16898,,"['azure', 'sql', 'excel', 'power_bi']"
16899,,"['jira', 'tableau', 'sql', 'snowflake', 'excel', 'splunk']"
16900,,"['excel', 'tableau']"
16901,,[]
16902,,"['crystal', 'spark', 'python', 'r', 'scala', 'tableau', 'sql', 'power_bi']"
16903,,"['assembly', 'sap', 'excel']"
16904,,"['vba', 'qlik', 'go', 'tableau', 'sql', 'snowflake', 'excel', 'power_bi']"
16905,,"['excel', 'azure', 'tableau']"
16906,,"['tableau', 'sql', 'excel']"
16907,,"['tableau', 'sql', 'excel']"
16908,,"['python', 'tableau', 'sql', 'c']"
16909,,['sql']
16910,,
16911,,"['python', 'looker', 'r', 'powerpoint', 'go', 'tableau', 'sql', 'excel']"
16912,,"['go', 'sql']"
16913,,"['word', 'excel']"
16914,,"['word', 'excel']"
16915,,"['gitlab', 'looker', 'sql']"
16916,,"['t-sql', 'power_bi', 'go', 'sql']"
16917,,"['t-sql', 'power_bi', 'go', 'sql']"
16918,,"['python', 'r', 'jira', 'tableau', 'sql']"
16919,,"['word', 'powerpoint', 'excel']"
16920,,['sql']
16921,,"['excel', 'sql']"
16922,,['excel']
16923,,"['javascript', 'snowflake', 'python', 'sql']"
16924,,['sql']
16925,,"['gcp', 'python', 'sql', 'github']"
16926,,"['power_bi', 'sql']"
16927,,"['power_bi', 'sql']"
16928,,"['github', 'qlik', 'sql']"
16929,,"['sql', 'excel']"
16930,,"['sql', 'excel']"
16931,,"['looker', 'c', 'go', 'sql']"
16932,,['excel']
16933,,"['excel', 'power_bi', 'tableau']"
16934,,"['python', 'r', 'sql', 'excel']"
16935,,"['alteryx', 'excel', 'power_bi', 'sap', 'spreadsheet', 'tableau']"
16936,,[]
16937,,"['javascript', 'python', 'go', 'r', 'c++']"
16938,,"['cognos', 'visual_basic', 'excel', 'spss', 'sas']"
16939,,"['python', 'nosql', 'matlab', 'sql']"
16940,,"['hadoop', 'python', 'tableau', 'sas', 'sql']"
16941,,"['excel', 'sap']"
16942,,['python']
16943,,"['python', 'tableau', 'sas', 'sql']"
16944,,"['sas', 'python', 'r', 'sql', 'excel', 'spss']"
16945,,"['python', 'sql']"
16946,,"['vba', 'alteryx', 'python', 'r']"
16947,,"['python', 'r', 'sql']"
16948,,"['excel', 'power_bi', 'sql']"
16949,,"['spark', 'tableau', 'sql']"
16950,,"['mysql', 'python', 'excel', 'postgresql', 'tableau', 'r', 'aws', 'sql']"
16951,,
16952,,"['word', 'spss', 'spreadsheet', 'tableau', 'sas']"
16953,,"['mysql', 'python', 'unix/linux', 'r', 'c', 'java', 'matlab', 'perl']"
16954,,"['excel', 'power_bi']"
16955,,"['qlik', 'power_bi', 'seaborn', 'looker', 'tableau']"
16956,,"['excel', 'power_bi', 'tableau']"
16957,,"['snowflake', 'looker', 'tableau', 'sql']"
16958,,"['mysql', 'c', 'tableau', 'sharepoint']"
16959,,['sql']
16960,,"['python', 'excel', 'power_bi', 'tableau', 'aws', 'pl/sql', 'sql']"
16961,,"['python', 'r', 'sql', 'excel', 'power_bi']"
16962,,['excel']
16963,,"['python', 'microstrategy', 'tableau', 'r', 'pl/sql']"
16964,,"['python', 'spreadsheet', 'tableau', 'sql']"
16965,,"['sas', 'cognos', 'r', 'sql', 'excel']"
16966,,"['mysql', 'c', 'tableau', 'sharepoint']"
16967,,"['sas', 'excel']"
16968,,[]
16969,,[]
16970,,"['tableau', 'sql']"
16971,,"['excel', 'tableau', 'sas', 'sql']"
16972,,"['outlook', 'alteryx', 't-sql', 'ssrs', 'word', 'powerpoint', 'tableau', 'sql', 'excel', 'sharepoint'"
16973,,[]
16974,,"['r', 'qlik', 'sql', 'excel']"
16975,,"['outlook', 'sas', 'python', 'r', 'tableau', 'sql']"
16976,,"['word', 'powerpoint', 'sql', 'excel']"
16977,,"['python', 'excel', 'pandas', 'sql']"
16978,,"['vba', 'sap', 'word', 'powerpoint', 'excel']"
16979,,"['python', 'sql']"
16980,,"['azure', 'html', 'gcp', 'python', 'r', 'git', 'qlik', 'docker', 'tableau', 'sql', 'power_bi', 'aws']"
16981,,"['sas', 'python', 'r', 'sql', 'aws']"
16982,,['go']
16983,,"['word', 'powerpoint', 'excel', 'visio']"
16984,,"['crystal', 'spark', 'python', 'r', 'scala', 'tableau', 'sql', 'power_bi']"
16985,,['go']
16986,,"['python', 'mssql', 'tableau', 'sql', 'bigque"
16987,,"['power_bi', 'python']"
16988,,['excel']
16989,,['sql']
16990,,"['power_bi', 'python']"
16991,,"['power_bi', 'python']"
16992,,
16993,,"['python', 'sql', 'snowflake']"
16994,,"['sas', 'python', 'spreadsheet', 'r', 'sql', 'excel', 'spss']"
16995,,"['excel', 'go', 'sql']"
16996,,"['word', 'javascript', 'ssrs', 'dax', 'python'"
16997,,"['word', 'javascript', 'ssrs', 'dax', 'python'"
16998,,
16999,,
17000,,"['go', 'sql']"
17001,,"['python', 'sql', 'power_bi']"
17002,,"['ssrs', 'python', 'r', 'sql']"
17003,,"['power_bi', 'r', 'powerpoint', 'microstrategy', 'tableau', 'sql', 'excel']"
17004,,"['hadoop', 'sql', 'snowflake']"
17005,,"['t-sql', 'pl/sql', 'sql']"
17006,,"['excel', 'sql']"
17007,,"['mysql', 'python', 'excel', 'spss', 'sas', 'sql']"
17008,,"['gcp', 'snowflake', 'looker', 'sql']"
17009,,[]
17010,,['sql']
17011,,['sap']
17012,,[]
17013,,['sql']
17014,,[]
17015,,"['excel', 'tableau', 'sql']"
17016,,[]
17017,,[]
17018,,"['jira', 'sql']"
17019,,"['jira', 'sql']"
17020,,"['excel', 'spreadsheet', 'sql']"
17021,,['sql']
17022,,['sql']
17023,,['sql']
17024,,"['word', 'excel', 'powerpoint']"
17025,,"['python', 'nosql', 'tableau', 'r', 'sql']"
17026,,
17027,,
17028,,"['vba', 'excel', 'power_bi', 'sap', 'tableau', 'sql']"
17029,,"['python', 'tableau', 'sql', 'power_bi']"
17030,,['go']
17031,,"['power_bi', 'word', 'excel', 'powerpoint', 'sharepoint']"
17032,,[]
17033,,[]
17034,,[]
17035,,"['power_bi', 'snowflake', 'python', 'excel', 'sharepoint', 'sap', 'tableau', 'sql']"
17036,,"['power_bi', 'snowflake', 'python', 'excel', 'sharepoint', 'sap', 'tableau', 'sql']"
17037,,[]
17038,,"['excel', 'tableau', 'sql']"
17039,,"['python', 'power_bi', 'sql']"
17040,,"['crystal', 'sap', 'sas', 'spark', 'power_bi', 'javascript', 'ssrs', 'python', 'c++', 'qlik', 'ruby', 'scala',"
17041,,['excel']
17042,,"['sas', 'python', 'r', 'word', 'sql', 'excel']"
17043,,"['tableau', 'sql', 'excel', 'spss']"
17044,,"['tableau', 'sql', 'excel', 'spss']"
17045,,"['vba', 'python', 'r', 'git', 'tableau', 'power_bi']"
17046,,"['word', 'python', 'excel', 'power_bi', 'powerpoint', 'scala', 'azure', 'r', 'java', 'sas', 'c']"
17047,,"['word', 'python', 'excel', 'power_bi', 'powerpoint', 'scala', 'azure', 'r', 'java', 'sas', 'c']"
17048,,"['word', 'python', 'excel', 'power_bi', 'powerpoint', 'scala', 'azure', 'r', 'java', 'sas', 'c']"
17049,,"['power_bi', 'excel']"
17050,,"['ssrs', 'python', 'ssis', 'azure', 'sql', 'c']"
17051,,"['word', 'python', 'excel', 'power_bi', 'powerpoint', 'scala', 'azure', 'r', 'java', 'sas', 'c']"
17052,,"['word', 'python', 'excel', 'power_bi', 'powerpoint', 'scala', 'azure', 'r', 'java', 'sas', 'c']"
17053,,"['sas', 'powerpoint', 'tableau', 'excel']"
17054,,"['python', 'sas', 'sql']"
17055,,"['python', 'r', 'tableau', 'sql', 'power_bi']"
17056,,"['python', 'c', 'tableau', 'sql', 'excel', 'power_bi']"
17057,,"['python', 'c', 'tableau', 'sql', 'excel', 'power_bi']"
17058,,['r']
17059,,"['excel', 'powerpoint']"
17060,,"['azure', 'power_bi', 'jira', 'tableau', 'sql', 'aws']"
17061,,"['word', 'excel']"
17062,,"['hadoop', 'python', 'excel', 'power_bi', 'tableau', 'r', 'sas', 'sql']"
17063,,"['hadoop', 'python', 'excel', 'power_bi', 'tableau', 'r', 'sas', 'sql']"
17064,,[]
17065,,"['cognos', 'spreadsheet', 'word', 'tableau', 'sql']"
17066,,['linux']
17067,,"['sas', 'r']"
17068,,"['sas', 'r']"
17069,,"['word', 'powerpoint', 'go', 'tableau', 'excel', 'power_bi']"
